url,recette,quantites,ingredients
http://www.marmiton.org/recettes/recette_brookie-mix-entre-brownie-et-cookie_230882.aspx,Brookie : mix entre brownie et cookie,225, g de farine
http://www.marmiton.org/recettes/recette_brookie-mix-entre-brownie-et-cookie_230882.aspx,Brookie : mix entre brownie et cookie,2, oeuf
http://www.marmiton.org/recettes/recette_brookie-mix-entre-brownie-et-cookie_230882.aspx,Brookie : mix entre brownie et cookie,2, cuillère à café de levure chimique
http://www.marmiton.org/recettes/recette_brookie-mix-entre-brownie-et-cookie_230882.aspx,Brookie : mix entre brownie et cookie,1, cuillère à café de vanille
http://www.marmiton.org/recettes/recette_brookie-mix-entre-brownie-et-cookie_230882.aspx,Brookie : mix entre brownie et cookie,100, g de chocolat
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,8, pomme
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,1, gousse de vanille
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,2, cuillère à soupe de miel
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,,Cannelle
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,1, l de lait
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,3, jaune d'oeuf
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,80, g de sucre
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,80, g de maïzena
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,1, cuillère à soupe d'arôme
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,1, cuillère à café de rhum
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,3, blanc d'oeuf
http://www.marmiton.org/recettes/recette_pommes-fruits-dauphinoises_330738.aspx,Pommes (fruits) dauphinoises,3, cuillère de sucre
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,2, oeuf
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,90, g de farine
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,110, g de maïzena
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,2, cuillère à soupe d'huile
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,50, cl de lait
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,2, cuillère à soupe de rhum
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,30, g de beurre
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,1, pincée de sel
http://www.marmiton.org/recettes/recette_pate-a-crepes-sans-gluten-super-bonne_319294.aspx,Pâte à crêpes sans gluten super bonne,100, g de sucre
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,100, g de beurre
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,3, oeuf
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,150, g de sucre
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,1, sachet de vanille
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,50, g de crème fraîche épaisse
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,100, g de farine
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,1/2, paquet de levure
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,1, boîte d'abricot
http://www.marmiton.org/recettes/recette_biscuit-fondant-aux-abricots_16854.aspx,Biscuit fondant aux abricots,,Sucre glace
http://www.marmiton.org/recettes/recette_beignets-a-la-banane_28413.aspx,Beignets à la banane,3, banane
http://www.marmiton.org/recettes/recette_beignets-a-la-banane_28413.aspx,Beignets à la banane,2, oeuf
http://www.marmiton.org/recettes/recette_beignets-a-la-banane_28413.aspx,Beignets à la banane,75, g de sucre
http://www.marmiton.org/recettes/recette_beignets-a-la-banane_28413.aspx,Beignets à la banane,150, g de farine
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,1, boîte de biscuits à la cuillère
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,2, grande boîte de poire
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,1, citron
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,2, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,40, cl de crème liquide
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,5, feuille de gélatine
http://www.marmiton.org/recettes/recette_charlottes-fondante-aux-poires_30646.aspx,Charlottes fondante aux poires,2, cuillère à soupe d'alcool de poire
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,250, g de farine
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,100, g de beurre
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,1/2, verre d'eau
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,1, jaune d'oeuf
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,1, cuillère à café de sucre
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,1, pincée de sel
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,750, g de reine-claude
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,100, g de sucre
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,20, cl d'eau
http://www.marmiton.org/recettes/recette_tarte-aux-reines-claudes_18132.aspx,Tarte aux reines-claudes,1, cuillère à soupe de semoule
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,100, g de beurre
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,100, g de sucre
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,3, pomme
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,80, g de sucre
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,80, g de farine
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,80, g de beurre
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,3, oeuf
http://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramel_94716.aspx,Gâteau aux pommes caramel,1/2, sachet de levure
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,750, g de citrouille
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,200, g de sucre
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,200, g de farine
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,100, g de beurre
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,2, oeuf
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,120, g de noix
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,1, pincée de sel
http://www.marmiton.org/recettes/recette_le-francoise-gateau-a-la-citrouille-et-aux-noix_342558.aspx,Le Françoise - Gâteau à la citrouille et aux noix ,2, cuillère à soupe de crème fraîche
http://www.marmiton.org/recettes/recette_tiramisu-frais_11137.aspx,Tiramisu frais,8, carré frais
http://www.marmiton.org/recettes/recette_tiramisu-frais_11137.aspx,Tiramisu frais,125, g de mascarpone
http://www.marmiton.org/recettes/recette_tiramisu-frais_11137.aspx,Tiramisu frais,2, oeuf
http://www.marmiton.org/recettes/recette_tiramisu-frais_11137.aspx,Tiramisu frais,20, g de sucre
http://www.marmiton.org/recettes/recette_tiramisu-frais_11137.aspx,Tiramisu frais,20, boudoir
http://www.marmiton.org/recettes/recette_tiramisu-frais_11137.aspx,Tiramisu frais,1, bol de café
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,1, pâte brisée
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,20, g de beurre
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,150, g de cerneau de noix
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,150, g d'abricot
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,2, cuillère à soupe de miel
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,10, cl de crème fraîche
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,2, oeuf
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,1, cuillère à café de maïzena
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,,goutte de vanille
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,70, g de sucre en morceaux
http://www.marmiton.org/recettes/recette_tarte-aux-noix-et-aux-abricots-secs_80633.aspx,Tarte aux noix et aux abricots secs,1, citron
http://www.marmiton.org/recettes/recette_glace-au-chocolat-facile_80294.aspx,Glace au chocolat facile,100, g de chocolat pâtissier
http://www.marmiton.org/recettes/recette_glace-au-chocolat-facile_80294.aspx,Glace au chocolat facile,50, g de beurre
http://www.marmiton.org/recettes/recette_glace-au-chocolat-facile_80294.aspx,Glace au chocolat facile,50, g de sucre
http://www.marmiton.org/recettes/recette_glace-au-chocolat-facile_80294.aspx,Glace au chocolat facile,3, oeuf
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,270, g de farine
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,185, g de sucre
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,160, g de lait
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,4, oeuf
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,1, sachet de levure
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,2, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,Gâteau au lait vanillé,1, pincée de sel
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,200, g de farine
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,200, g de sucre
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,1, sachet de levure
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,5, oeuf
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,1, pincée de sel
http://www.marmiton.org/recettes/recette_gateau-renverse-a-l-ananas_16424.aspx,Gâteau renversé à l'ananas,2, boîte d'ananas
http://www.marmiton.org/recettes/recette_le-grille-aux-pommes_173201.aspx,Le grillé aux Pommes,1, pâte feuilletée
http://www.marmiton.org/recettes/recette_le-grille-aux-pommes_173201.aspx,Le grillé aux Pommes,3, pomme
http://www.marmiton.org/recettes/recette_le-grille-aux-pommes_173201.aspx,Le grillé aux Pommes,50, g de beurre
http://www.marmiton.org/recettes/recette_le-grille-aux-pommes_173201.aspx,Le grillé aux Pommes,70, g de gelée
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,250, g de farine
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,40, g de sucre glace
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,1, cuillère à soupe de sésame
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,1, pincée de sel
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,15, cl de beurre
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,7.5, cl d'huile
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,1/2, sachet de levure chimique
http://www.marmiton.org/recettes/recette_ghribia-de-maghnia_311280.aspx,Ghribia de Maghnia,,Cannelle
http://www.marmiton.org/recettes/recette_financiers-aux-fraises_68323.aspx,Financiers aux fraises,250, g de fraise
http://www.marmiton.org/recettes/recette_financiers-aux-fraises_68323.aspx,Financiers aux fraises,6, blanc d'oeuf
http://www.marmiton.org/recettes/recette_financiers-aux-fraises_68323.aspx,Financiers aux fraises,200, g de beurre
http://www.marmiton.org/recettes/recette_financiers-aux-fraises_68323.aspx,Financiers aux fraises,80, g de farine
http://www.marmiton.org/recettes/recette_financiers-aux-fraises_68323.aspx,Financiers aux fraises,200, g de sucre glace
http://www.marmiton.org/recettes/recette_financiers-aux-fraises_68323.aspx,Financiers aux fraises,80, g de Poudre d'amande
http://www.marmiton.org/recettes/recette_mousse-au-caramel_34297.aspx,Mousse au caramel,125, g de sucre
http://www.marmiton.org/recettes/recette_mousse-au-caramel_34297.aspx,Mousse au caramel,180, g de crème fleurette
http://www.marmiton.org/recettes/recette_mousse-au-caramel_34297.aspx,Mousse au caramel,3, jaune d'oeuf
http://www.marmiton.org/recettes/recette_mousse-au-caramel_34297.aspx,Mousse au caramel,3, feuille de gélatine
http://www.marmiton.org/recettes/recette_mousse-au-caramel_34297.aspx,Mousse au caramel,350, g de crème fleurette
http://www.marmiton.org/recettes/recette_rouleaux-de-printemps-sucres_29468.aspx,Rouleaux de printemps sucrés,,Feuille de riz
http://www.marmiton.org/recettes/recette_rouleaux-de-printemps-sucres_29468.aspx,Rouleaux de printemps sucrés,2, pomme
http://www.marmiton.org/recettes/recette_rouleaux-de-printemps-sucres_29468.aspx,Rouleaux de printemps sucrés,2, orange
http://www.marmiton.org/recettes/recette_rouleaux-de-printemps-sucres_29468.aspx,Rouleaux de printemps sucrés,1, cuillère à café de cannelle
http://www.marmiton.org/recettes/recette_rouleaux-de-printemps-sucres_29468.aspx,Rouleaux de printemps sucrés,1, pincée de gingembre
